iter	Passed	Remaining
1686	6524	1210
1687	6528	1206
1688	6531	1202
1689	6535	1198
1690	6539	1194
1691	6543	1191
1692	6546	1187
1693	6550	1183
1694	6553	1179
1695	6557	1175
1696	6561	1171
1697	6564	1167
1698	6568	1163
1699	6572	1159
1700	6575	1155
1701	6579	1151
1702	6583	1148
1703	6586	1144
1704	6590	1140
1705	6593	1136
1706	6597	1132
1707	6600	1128
1708	6604	1124
1709	6607	1120
1710	6611	1116
1711	6614	1112
1712	6618	1108
1713	6622	1105
1714	6626	1101
1715	6630	1097
1716	6633	1093
1717	6637	1089
1718	6641	1085
1719	6644	1081
1720	6648	1077
1721	6651	1073
1722	6655	1069
1723	6658	1066
1724	6662	1062
1725	6665	1058
1726	6669	1054
1727	6673	1050
1728	6676	1046
1729	6680	1042
1730	6683	1038
1731	6687	1034
1732	6691	1030
1733	6695	1027
1734	6698	1023
1735	6702	1019
1736	6706	1015
1737	6709	1011
1738	6713	1007
1739	6716	1003
1740	6720	999
1741	6724	995
1742	6727	991
1743	6731	988
1744	6734	984
1745	6738	980
1746	6741	976
1747	6745	972
1748	6748	968
1749	6752	964
1750	6755	960
1751	6759	956
1752	6763	952
1753	6766	949
1754	6770	945
1755	6774	941
1756	6777	937
1757	6781	933
1758	6785	929
1759	6789	925
1760	6792	921
1761	6796	918
1762	6799	914
1763	6803	910
1764	6807	906
1765	6810	902
1766	6814	898
1767	6818	894
1768	6822	890
1769	6825	886
1770	6829	883
1771	6833	879
1772	6836	875
1773	6840	871
1774	6844	867
1775	6847	863
1776	6851	859
1777	6854	855
1778	6858	852
1779	6862	848
1780	6865	844
1781	6869	840
1782	6872	836
1783	6876	832
1784	6879	828
1785	6883	824
1786	6887	820
1787	6890	817
1788	6894	813
1789	6897	809
1790	6901	805
1791	6904	801
1792	6908	797
1793	6912	793
1794	6915	789
1795	6918	785
1796	6922	781
1797	6926	778
1798	6930	774
1799	6933	770
1800	6937	766
1801	6941	762
1802	6944	758
1803	6948	754
1804	6951	751
1805	6955	747
1806	6958	743
1807	6962	739
1808	6966	735
1809	6969	731
1810	6973	727
1811	6976	723
1812	6980	720
1813	6984	716
1814	6988	712
1815	6992	708
1816	6995	704
1817	6999	700
1818	7003	696
1819	7006	692
1820	7009	689
1821	7013	685
1822	7016	681
1823	7020	677
1824	7023	673
1825	7027	669
1826	7030	665
1827	7034	661
1828	7037	658
1829	7041	654
1830	7045	650
1831	7048	646
1832	7051	642
1833	7055	638
1834	7059	634
1835	7063	630
1836	7066	627
1837	7070	623
1838	7073	619
1839	7077	615
1840	7080	611
1841	7084	607
1842	7087	603
1843	7091	599
1844	7095	596
1845	7098	592
1846	7102	588
1847	7105	584
1848	7109	580
1849	7112	576
1850	7116	572
1851	7120	569
1852	7124	565
1853	7128	561
1854	7131	557
1855	7135	553
1856	7139	549
1857	7142	545
1858	7146	542
1859	7149	538
1860	7153	534
1861	7156	530
1862	7160	526
1863	7163	522
1864	7167	518
1865	7170	514
1866	7174	511
1867	7178	507
1868	7181	503
1869	7185	499
1870	7189	495
1871	7193	491
1872	7197	488
1873	7201	484
1874	7204	480
1875	7208	476
1876	7211	472
1877	7215	468
1878	7219	464
1879	7222	461
1880	7226	457
1881	7229	453
1882	7233	449
1883	7236	445
1884	7240	441
1885	7244	437
1886	7247	434
1887	7251	430
1888	7256	426
1889	7259	422
1890	7263	418
1891	7266	414
1892	7270	410
1893	7274	407
1894	7277	403
1895	7281	399
1896	7284	395
1897	7288	391
1898	7291	387
1899	7295	383
1900	7299	380
1901	7302	376
1902	7306	372
1903	7309	368
1904	7313	364
1905	7316	360
1906	7320	356
1907	7323	353
1908	7327	349
1909	7330	345
1910	7334	341
1911	7337	337
1912	7341	333
1913	7345	330
1914	7348	326
1915	7352	322
1916	7355	318
1917	7359	314
1918	7362	310
1919	7366	306
1920	7370	303
1921	7374	299
1922	7378	295
1923	7382	291
1924	7385	287
1925	7388	283
1926	7392	280
1927	7395	276
1928	7399	272
1929	7403	268
1930	7406	264
1931	7410	260
1932	7414	256
1933	7417	253
1934	7421	249
1935	7425	245
1936	7428	241
1937	7432	237
1938	7435	233
1939	7439	230
1940	7442	226
1941	7446	222
1942	7450	218
1943	7453	214
1944	7457	210
1945	7460	207
1946	7464	203
1947	7468	199
1948	7471	195
1949	7475	191
1950	7480	187
1951	7483	184
1952	7487	180
1953	7491	176
1954	7495	172
1955	7498	168
1956	7502	164
1957	7506	161
1958	7510	157
1959	7515	153
1960	7519	149
1961	7523	145
1962	7527	141
1963	7530	138
1964	7534	134
1965	7537	130
1966	7541	126
1967	7544	122
1968	7548	118
1969	7552	115
1970	7556	111
1971	7560	107
1972	7563	103
1973	7567	99
1974	7571	95
1975	7574	91
1976	7578	88
1977	7581	84
1978	7584	80
1979	7588	76
1980	7592	72
1981	7595	68
1982	7599	65
1983	7602	61
1984	7606	57
1985	7609	53
1986	7612	49
1987	7617	45
1988	7621	42
1989	7624	38
1990	7628	34
1991	7634	30
1992	7638	26
1993	7641	22
1994	7645	19
1995	7649	15
1996	7652	11
1997	7656	7
1998	7659	3
1999	7663	0
